fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
2474,Jesse,Moreng,Arturo,170.18,145,NULL,Orthodox,1979-11-09,9,1,0,NULL,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9
2475,Brandon,Moreno,"The Assassin Baby",170.18,125,177.8,Orthodox,1993-12-07,21,6,2,NULL,http://ufcstats.com/fighter-details/792be9a24df82ed6
2476,Mike,Moreno,"El Palo Duro",182.88,185,NULL,NULL,NULL,6,5,0,NULL,http://ufcstats.com/fighter-details/bb2eee4fb3259c01
2477,Dan,Moret,"The Hitman",182.88,155,185.42,Southpaw,1986-11-21,13,6,0,NULL,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
2478,Sammy,Morgan,"The Squeeze",177.8,170,NULL,Orthodox,1981-09-28,18,12,0,NULL,http://ufcstats.com/fighter-details/2067a177a2842fbf
2479,Peggy,Morgan,"The Daywalker",185.42,135,NULL,NULL,1979-12-16,4,4,0,NULL,http://ufcstats.com/fighter-details/92b36014314b028b
2480,Alexander,Morgan,"The Chess Master",177.8,145,180.34,Orthodox,1991-05-14,11,5,0,NULL,http://ufcstats.com/fighter-details/938ea36fe9c269f0
2481,Alex,Morono,"The Great White",180.34,170,182.88,Orthodox,1990-08-16,23,8,0,1,http://ufcstats.com/fighter-details/cdb96af67d096b1e
2482,Maryna,Moroz,"Iron Lady",170.18,125,170.18,Orthodox,1991-09-08,11,4,0,NULL,http://ufcstats.com/fighter-details/b4192a975027aab6
2483,Sergey,Morozov,NULL,167.64,135,170.18,Orthodox,1989-06-14,19,5,0,NULL,http://ufcstats.com/fighter-details/2f6a993c7f547c13
2484,Brad,Morris,NULL,187.96,205,NULL,Orthodox,1979-11-01,10,6,0,NULL,http://ufcstats.com/fighter-details/6803d4d6908354ac
2485,Scott,Morris,NULL,177.8,210,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/be9d259be012e8a4
2486,Anthony,Morrison,Cheesesteak,170.18,145,NULL,Orthodox,1984-03-29,20,12,0,1,http://ufcstats.com/fighter-details/dab0e6cb8c932162
2487,Jack,Morrison,NULL,180.34,205,NULL,NULL,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/38fccd44d669bb2f
2488,Harry,Moskowitz,Dirty,195.58,275,NULL,Orthodox,NULL,6,12,0,NULL,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95
2489,Carlos,Mota,Tizil,162.56,125,175.26,Orthodox,1995-04-15,8,2,0,NULL,http://ufcstats.com/fighter-details/b15862fcd6ded451
2490,Juan,Mott,NULL,182.88,190,NULL,Switch,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0
2491,Nikolas,Motta,Iron,175.26,155,177.8,Orthodox,1993-02-08,13,5,0,NULL,http://ufcstats.com/fighter-details/37f560436d745c18
2492,Flavio,"Luiz Moura",NULL,180.34,183,NULL,"Open Stance",NULL,19,7,0,NULL,http://ufcstats.com/fighter-details/ab35634d1a8c7a11
2493,Eduarda,Moura,Ronda,NULL,115,NULL,NULL,1994-02-28,8,0,0,NULL,http://ufcstats.com/fighter-details/de594b35c45c2e9a
2494,Gegard,Mousasi,NULL,187.96,185,193.04,Orthodox,1985-08-01,42,6,2,NULL,http://ufcstats.com/fighter-details/232c582f29f8f65e
2495,Kris,Moutinho,NULL,170.18,135,172.72,Southpaw,1992-08-09,9,6,0,NULL,http://ufcstats.com/fighter-details/9c27f3217891f3f0
2496,Kin,Moy,Kong,165.1,135,NULL,NULL,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/ae922e7d9e852d7a
2497,Jamie,Moyle,NULL,154.94,115,165.1,Orthodox,1989-03-17,4,3,0,NULL,http://ufcstats.com/fighter-details/882d62561063a927
2498,Askar,Mozharov,NULL,190.5,205,187.96,Orthodox,1994-10-26,19,13,0,NULL,http://ufcstats.com/fighter-details/e92901944ce91909
2499,Garrett,Mueller,NULL,175.26,135,NULL,NULL,1989-01-29,3,3,0,NULL,http://ufcstats.com/fighter-details/d0c325dfefdde31f
2500,Lauren,Mueller,"Princess Tiger",165.1,125,170.18,Orthodox,1991-11-15,5,3,0,NULL,http://ufcstats.com/fighter-details/f923e012414c883e
2501,Belal,Muhammad,"Remember the Name",180.34,170,182.88,Orthodox,1988-07-09,23,3,0,1,http://ufcstats.com/fighter-details/b1b0729d27936f2f
2502,Fazlo,Mulabitinovic,NULL,NULL,135,NULL,NULL,NULL,4,2,0,NULL,http://ufcstats.com/fighter-details/2252b2c892397f0d
2503,Quinn,Mulhern,NULL,190.5,155,NULL,Orthodox,1984-09-20,18,4,0,NULL,http://ufcstats.com/fighter-details/16af2d5a6f28bee2
2504,James,Mulheron,NULL,177.8,243,185.42,Orthodox,1988-02-20,11,2,0,NULL,http://ufcstats.com/fighter-details/8d5350fa18b79e9a
2505,Jamie,Mullarkey,NULL,182.88,155,187.96,Orthodox,1994-08-17,16,6,0,NULL,http://ufcstats.com/fighter-details/af9f42e6894047fc
2506,Jim,Mullen,NULL,185.42,215,NULL,Southpaw,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/1a49e0670dfaca31
2507,Pedro,Munhoz,"The Young Punisher",167.64,135,165.1,Orthodox,1986-09-07,20,7,0,2,http://ufcstats.com/fighter-details/6bd02119599741a4
2508,Andre,Muniz,Sergipano,185.42,185,198.12,Southpaw,1990-02-17,23,5,0,NULL,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
2509,Mark,Munoz,"The Filipino Wrecking Machine",182.88,185,180.34,Orthodox,1978-02-09,14,6,0,NULL,http://ufcstats.com/fighter-details/179f1948dc234f1f
2510,Alexander,Munoz,NULL,175.26,155,182.88,Switch,1990-02-27,6,2,0,NULL,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
2511,Johnny,Munoz,"Kid Kvenbo",175.26,135,180.34,Orthodox,1993-02-16,12,3,0,NULL,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
2512,Andy,Murad,"The Tooth Fairy",175.26,185,NULL,NULL,NULL,15,2,0,NULL,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7
2513,Olivier,Murad,"Warrior of God",177.8,145,182.88,Southpaw,1993-12-21,6,0,0,NULL,http://ufcstats.com/fighter-details/c3dd69333eb8085a
2514,Makhmud,Muradov,NULL,187.96,185,190.5,Orthodox,1990-02-08,25,8,0,NULL,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
2515,Kazunari,Murakami,NULL,185.42,220,NULL,Orthodox,1973-11-29,5,5,0,NULL,http://ufcstats.com/fighter-details/cfbccfed4e4796fe
2516,Ryuichi,Murata,NULL,172.72,183,NULL,Orthodox,NULL,8,3,1,NULL,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815
2517,Kanako,Murata,NULL,154.94,115,157.48,Orthodox,1993-08-10,12,2,0,NULL,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
2518,Ailiya,Muratbek,NULL,NULL,155,NULL,NULL,NULL,9,2,0,NULL,http://ufcstats.com/fighter-details/9b6dcc335ad03696
2519,Vince,Murdock,NULL,167.64,145,162.56,Orthodox,1991-03-21,12,4,0,1,http://ufcstats.com/fighter-details/4b90384d7c3519b8
2520,Samandar,Murodov,NULL,185.42,170,190.5,Orthodox,1999-08-28,8,0,0,NULL,http://ufcstats.com/fighter-details/6f4d199c0adc06f5
2521,Tom,Murphy,NULL,187.96,227,NULL,Southpaw,1974-11-19,8,0,0,NULL,http://ufcstats.com/fighter-details/62918a2118de08b2
2522,Ian,Murphy,NULL,185.42,185,NULL,Orthodox,1985-06-14,1,1,0,NULL,http://ufcstats.com/fighter-details/de25520d54eab12d
2523,Jon,Murphy,"Man of Faith",190.5,260,NULL,Orthodox,1977-08-09,6,4,0,NULL,http://ufcstats.com/fighter-details/1b5c146ee7b86e34
2524,Lauren,Murphy,Lucky,165.1,125,170.18,Orthodox,1983-07-27,16,6,0,NULL,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
2525,Patrick,Murphy,NULL,182.88,170,NULL,NULL,NULL,5,3,0,NULL,http://ufcstats.com/fighter-details/eca7e064746c161a
2526,Lerone,Murphy,"The Miracle",175.26,145,185.42,Orthodox,1991-07-22,12,0,1,NULL,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
2527,Lee,Murray,Lightning,190.5,185,NULL,Orthodox,1977-09-12,8,2,1,1,http://ufcstats.com/fighter-details/32016899d0a222a3
2528,Jesse,Murray,Hollywood,190.5,205,198.12,Orthodox,1993-01-26,8,4,0,NULL,http://ufcstats.com/fighter-details/d0147e906106cd2e
2529,Khalid,Murtazaliev,NULL,182.88,185,193.04,Orthodox,1993-07-15,14,2,0,NULL,http://ufcstats.com/fighter-details/231cae8b77fbbcc1
2530,Azamat,Murzakanov,"The Professional",177.8,205,180.34,Southpaw,1989-04-12,13,0,0,NULL,http://ufcstats.com/fighter-details/e90a2f22417af68e
2531,Nicholas,Musoke,Nico,182.88,170,190.5,Orthodox,1986-04-05,13,5,0,1,http://ufcstats.com/fighter-details/8b5f9ea38184ded3
2532,Andre,Mussi,NULL,190.5,242,NULL,Orthodox,NULL,11,5,0,NULL,http://ufcstats.com/fighter-details/d0d43cb9b14f231c
2533,Magomed,Mustafaev,"The Sniper",172.72,155,180.34,Orthodox,1988-08-02,14,4,0,NULL,http://ufcstats.com/fighter-details/31d7446b184e3305
2534,Max,Mustaki,NULL,182.88,155,NULL,Orthodox,1987-11-07,6,3,0,NULL,http://ufcstats.com/fighter-details/f4c40f8a64d3151d
2535,Elvis,Mutapcic,"The King",182.88,185,182.88,Orthodox,1986-07-19,15,6,1,NULL,http://ufcstats.com/fighter-details/28c55b4087a6f136
2536,Fiona,Muxlow,NULL,162.56,145,NULL,NULL,1977-05-13,6,3,0,NULL,http://ufcstats.com/fighter-details/062e57ca1a3c95a8
2537,Ho,"Bae Myeon",NULL,180.34,168,NULL,Orthodox,NULL,13,5,1,NULL,http://ufcstats.com/fighter-details/2719f300b0439039
2538,Katsuhiko,Nagata,NULL,170.18,154,NULL,Southpaw,1973-10-31,6,7,3,NULL,http://ufcstats.com/fighter-details/d5ae8074631762fc
2539,Yuji,Nagata,NULL,182.88,225,NULL,Orthodox,1968-04-24,0,2,0,NULL,http://ufcstats.com/fighter-details/e49c2db95e572dc8
2540,Greg,Nagy,NULL,185.42,210,NULL,Orthodox,1983-10-18,1,3,0,NULL,http://ufcstats.com/fighter-details/342422bb6ced1e8d
2541,Logan,Nail,NULL,NULL,185,NULL,NULL,1989-06-20,1,1,0,NULL,http://ufcstats.com/fighter-details/47e0b5833e6bc91a
2542,Muhammad,Naimov,Hillman,175.26,155,177.8,Orthodox,1994-08-07,9,2,0,NULL,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
2543,Yukiya,Naito,NULL,185.42,205,NULL,Orthodox,NULL,15,6,2,NULL,http://ufcstats.com/fighter-details/7be328bb3c2ea22e
2544,Andrews,Nakahara,NULL,185.42,185,NULL,Orthodox,1983-03-12,5,4,2,NULL,http://ufcstats.com/fighter-details/7a9ca95a92d7b64c
2545,Rin,Nakai,NULL,154.94,135,NULL,Orthodox,1986-10-22,19,2,1,NULL,http://ufcstats.com/fighter-details/f9ae6914f604aa9f
2546,Kazuhiro,Nakamura,Kaz,180.34,205,177.8,Orthodox,1979-07-16,21,13,0,NULL,http://ufcstats.com/fighter-details/b034747dc1d15491
2547,Keita,Nakamura,K-Taro,180.34,170,185.42,Southpaw,1984-05-22,34,10,2,1,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
2548,Daisuke,Nakamura,NULL,170.18,154,NULL,Orthodox,1980-06-10,28,19,1,NULL,http://ufcstats.com/fighter-details/a196332ee4aa8a82
2549,Yusaku,Nakamura,NULL,165.1,145,NULL,NULL,1986-06-21,14,4,1,NULL,http://ufcstats.com/fighter-details/03e8df49c4a059ba
2550,Rinya,Nakamura,Hybrid,170.18,135,172.72,Southpaw,1995-03-23,7,0,0,NULL,http://ufcstats.com/fighter-details/d8c811df0386d5e8
2551,Jutaro,Nakao,NULL,175.26,170,NULL,Southpaw,1970-11-30,25,19,4,NULL,http://ufcstats.com/fighter-details/95eb112a85601a0a
2552,Yoshihiro,Nakao,Kiss,182.88,220,NULL,Southpaw,1972-06-25,9,3,0,2,http://ufcstats.com/fighter-details/e18012194473e8b0
2553,Yui,"Chul Nam","The Korean Bulldozer",175.26,145,NULL,Orthodox,1981-07-16,18,8,1,NULL,http://ufcstats.com/fighter-details/a00ec21cfbba17b6
2554,Tyson,Nam,NULL,170.18,125,172.72,Orthodox,1983-10-06,21,13,1,NULL,http://ufcstats.com/fighter-details/6e00cfffd54653c4
2555,Rose,Namajunas,Thug,165.1,115,165.1,Orthodox,1992-06-29,12,5,0,NULL,http://ufcstats.com/fighter-details/47b63240018d5d86
2556,Yasuhito,Namekawa,NULL,175.26,205,NULL,Orthodox,1974-10-27,25,16,4,NULL,http://ufcstats.com/fighter-details/6083f497c22cc075
2557,Nad,Narimani,Smiler,172.72,145,177.8,Orthodox,1987-04-14,12,4,0,NULL,http://ufcstats.com/fighter-details/776a58a67665a171
2558,Roger,Narvaez,Silverback,190.5,185,NULL,Southpaw,1983-09-09,8,3,0,NULL,http://ufcstats.com/fighter-details/3a12a2f096a6d975
2559,Fabio,Nascimento,Negao,177.8,185,NULL,Orthodox,NULL,11,6,0,NULL,http://ufcstats.com/fighter-details/307064d3e0f036c2
2560,Allan,Nascimento,"Puro Osso",172.72,125,175.26,Orthodox,1991-09-11,20,6,0,NULL,http://ufcstats.com/fighter-details/253076a23d03dcd0
2561,Rodrigo,Nascimento,"Ze Colmeia",187.96,246,203.2,Orthodox,1992-11-26,10,1,0,1,http://ufcstats.com/fighter-details/d31a5546c0e9b213
2562,Bobby,Nash,NULL,182.88,170,187.96,Orthodox,1990-03-26,8,4,0,NULL,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
2563,Reza,Nasri,NULL,180.34,205,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/d41937647eae9a34
2564,Nasrudin,Nasrudinov,NULL,182.88,205,180.34,Orthodox,1991-10-06,9,1,0,NULL,http://ufcstats.com/fighter-details/769fa803bf9d2e3b
2565,Pawel,Nastula,NULL,182.88,230,NULL,Southpaw,1970-06-26,5,6,0,NULL,http://ufcstats.com/fighter-details/154a6b3ffae264cd
2566,Rafael,Natal,Sapo,182.88,185,195.58,Orthodox,1982-12-25,21,9,1,NULL,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
2567,Kevin,Natividad,Quicksand,167.64,135,177.8,Orthodox,1993-04-02,9,4,0,NULL,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
2568,Ismail,Naurdiev,"The Austrian Wonderboy",177.8,170,187.96,Orthodox,1996-08-18,19,4,0,NULL,http://ufcstats.com/fighter-details/6a96ad1bc34fb113
2569,Danny,Navarro,NULL,177.8,155,NULL,NULL,1983-05-27,17,7,0,NULL,http://ufcstats.com/fighter-details/618f72750ec50b05
2570,Marcio,Navarro,"The Locomotive",182.88,155,NULL,NULL,1978-09-17,14,14,0,NULL,http://ufcstats.com/fighter-details/52f7d300738961ac
2571,Tafon,Nchukwi,"Da Don",182.88,205,195.58,Orthodox,1994-10-14,6,3,0,NULL,http://ufcstats.com/fighter-details/6aae253467e8f9ce
2572,Dustin,Neace,"The Beast",175.26,145,NULL,NULL,1986-09-12,25,21,1,1,http://ufcstats.com/fighter-details/e503aa5c252a1b4d
2573,Josh,Neal,NULL,182.88,185,NULL,NULL,NULL,5,11,0,NULL,http://ufcstats.com/fighter-details/0b534765dca35e71
2574,Joe,Neal,"Nine Lives",167.64,135,NULL,NULL,1986-07-29,6,2,0,NULL,http://ufcstats.com/fighter-details/5751267660c734cb
2575,Geoff,Neal,"Handz of Steel",180.34,170,190.5,Southpaw,1990-08-28,15,5,0,NULL,http://ufcstats.com/fighter-details/b997be68943010fc
2576,Stanislav,Nedkov,Stucky,180.34,205,180.34,Orthodox,1981-12-09,12,2,0,1,http://ufcstats.com/fighter-details/1d4bbaabd8b60173
2577,Josh,Neer,"The Dentist",180.34,170,182.88,Orthodox,1983-03-24,36,16,1,NULL,http://ufcstats.com/fighter-details/d1a1314976c50bef
2578,Nicolae,Negumereanu,NULL,182.88,205,198.12,Orthodox,1994-09-04,13,2,0,NULL,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
2579,Steve,Nelmark,"The Sandman",182.88,240,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/13e62d766b709aa6
2580,Shane,Nelson,Sugar,175.26,155,177.8,Southpaw,1984-11-29,16,7,0,NULL,http://ufcstats.com/fighter-details/2db7fa8db6bc9632
2581,Roy,Nelson,"Big Country",182.88,263,185.42,Orthodox,1976-06-20,22,14,0,NULL,http://ufcstats.com/fighter-details/3f7c14c7eca7195d
2582,Gunnar,Nelson,Gunni,180.34,170,182.88,Switch,1988-07-28,19,5,1,NULL,http://ufcstats.com/fighter-details/fd55393021a8c255
2583,Kyle,Nelson,"The Monster",180.34,145,180.34,Switch,1991-04-20,14,5,1,NULL,http://ufcstats.com/fighter-details/31f8081c7600da93
2584,Lissette,Neri,NULL,157.48,145,NULL,NULL,1987-08-05,6,4,0,NULL,http://ufcstats.com/fighter-details/f4db63258ecf0613
2585,Mario,Neto,Sukata,182.88,229,NULL,Orthodox,NULL,13,5,0,NULL,http://ufcstats.com/fighter-details/1209b5134401ca53
2586,Antonio,"Braga Neto",NULL,190.5,185,195.58,Orthodox,1987-10-29,9,3,0,1,http://ufcstats.com/fighter-details/fae67903c4fe636b
2587,Eduardo,Neves,Bebezao,187.96,265,198.12,Orthodox,2000-03-16,5,1,0,NULL,http://ufcstats.com/fighter-details/1d688fa375d9431c
2588,Eduardo,Neves,Morceguinho,172.72,145,NULL,NULL,1994-04-25,33,1,0,NULL,http://ufcstats.com/fighter-details/195d0d3e14a2e256
2589,Nick,Newell,Notorious,177.8,155,NULL,Southpaw,1986-03-17,14,2,0,NULL,http://ufcstats.com/fighter-details/f562238becb9ec50
2590,Journey,Newson,NULL,165.1,135,170.18,Orthodox,1989-03-07,10,5,0,1,http://ufcstats.com/fighter-details/78f485f851891d68
2591,Jeff,Newton,NULL,187.96,205,NULL,Sideways,1966-12-11,4,2,0,NULL,http://ufcstats.com/fighter-details/94609dd91731d428
2592,Carlos,Newton,"The Ronin",175.26,170,NULL,Orthodox,1976-08-17,16,14,0,NULL,http://ufcstats.com/fighter-details/952f6fa06f25a0ec
2593,Emanuel,Newton,"The Hardcore Kid",185.42,205,NULL,NULL,1984-01-02,26,12,1,NULL,http://ufcstats.com/fighter-details/fbbbc68d368832fa
2594,Francis,Ngannou,"The Predator",193.04,250,210.82,Orthodox,1986-09-05,17,3,0,NULL,http://ufcstats.com/fighter-details/8d03ce87ca14e778
2595,Ben,Nguyen,Ten,165.1,125,165.1,Switch,1988-08-03,16,8,0,NULL,http://ufcstats.com/fighter-details/840d2c82ea68b9aa
2596,Steven,Nguyen,"The Ninja",180.34,145,185.42,Switch,1993-05-19,8,1,0,NULL,http://ufcstats.com/fighter-details/69037fc7730e4225
2597,Alex,Nicholson,"The Spartan",193.04,185,195.58,Orthodox,1990-05-02,7,4,0,NULL,http://ufcstats.com/fighter-details/2b6d855c6e280fb1
2598,Bo,Nickal,NULL,185.42,185,193.04,Southpaw,1996-01-14,4,0,0,NULL,http://ufcstats.com/fighter-details/35673bf5204524ee
2599,Mike,Nickels,NULL,193.04,205,NULL,Orthodox,1971-12-13,9,5,0,NULL,http://ufcstats.com/fighter-details/330ec26453c44a59
2600,Matheus,Nicolau,NULL,167.64,125,167.64,Orthodox,1993-01-06,19,4,1,NULL,http://ufcstats.com/fighter-details/1a31ef98efce7a79
2601,Jaimelene,Nievera,Queenie,165.1,125,NULL,Orthodox,1984-10-28,7,4,0,NULL,http://ufcstats.com/fighter-details/3edf45e1717fa764
2602,Khomkrit,Niimi,"The Bumblebee",157.48,125,NULL,NULL,NULL,6,10,0,NULL,http://ufcstats.com/fighter-details/52a003d768f10d91
2603,Tom,Niinimaki,Stoneface,175.26,145,175.26,Orthodox,1982-07-25,22,8,1,NULL,http://ufcstats.com/fighter-details/5fceb45939fc0c8a
2604,Ramsey,Nijem,NULL,180.34,155,190.5,Orthodox,1988-04-01,9,6,0,NULL,http://ufcstats.com/fighter-details/22aa91e402d0fe1f
2605,Hans,Nijman,NULL,182.88,250,NULL,Switch,1959-10-23,9,7,0,NULL,http://ufcstats.com/fighter-details/4956f60b7fa57c1a
2606,Fedor,Nikolov,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,http://ufcstats.com/fighter-details/346f789951e85f3f
2607,Jack,Nilson,NULL,NULL,NULL,NULL,NULL,NULL,2,6,0,NULL,http://ufcstats.com/fighter-details/53e533db1b8e9712
2608,Mats,Nilsson,NULL,185.42,170,NULL,Orthodox,1983-12-05,11,4,1,NULL,http://ufcstats.com/fighter-details/a9bcf8717dd12532
2609,Guangyou,Ning,Smasher,162.56,145,162.56,Southpaw,1981-12-15,5,4,1,NULL,http://ufcstats.com/fighter-details/2c1170b825f58e57
2610,Soichi,Nishida,NULL,180.34,320,NULL,Orthodox,NULL,5,10,1,NULL,http://ufcstats.com/fighter-details/6810d8d2dd557cf9
2611,Yosuke,Nishijima,NULL,175.26,205,NULL,Orthodox,1973-05-15,0,5,0,NULL,http://ufcstats.com/fighter-details/5cde96e0a1a1fffe
2612,Yamato,Nishikawa,NULL,170.18,155,NULL,Orthodox,2002-12-06,21,3,6,NULL,http://ufcstats.com/fighter-details/7beecbe0a08cf002
2613,Akiyo,Nishiura,"Wicky Akiyo",172.72,139,NULL,Southpaw,1983-08-08,13,8,1,NULL,http://ufcstats.com/fighter-details/6c9383ffab2725a5
2614,Anthony,Njokuani,"The Assassin",185.42,155,190.5,Orthodox,1980-03-01,16,12,0,1,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2
2615,Chidi,Njokuani,"Bang Bang",190.5,185,203.2,Orthodox,1988-12-31,22,9,0,1,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
2616,Derrick,Noble,"The Eraser",175.26,170,NULL,Southpaw,1978-08-14,27,15,1,NULL,http://ufcstats.com/fighter-details/21321cdfba797c52
2617,Kyle,Noblitt,NULL,187.96,243,NULL,NULL,1989-12-26,11,2,0,NULL,http://ufcstats.com/fighter-details/4acf03bdec2025d7
2618,Pedro,Nobre,"The Rock",165.1,135,NULL,NULL,1986-02-13,18,4,2,1,http://ufcstats.com/fighter-details/e983c62faf677ab2
2619,Jacob,Noe,Psycho,NULL,205,NULL,NULL,NULL,3,11,0,1,http://ufcstats.com/fighter-details/9bff1b4c37ebbede
2620,Antonio,"Rodrigo Nogueira",Minotauro,190.5,240,195.58,Orthodox,1976-06-02,34,10,1,1,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd
2621,Rogerio,Nogueira,Minotouro,187.96,205,190.5,Southpaw,1976-06-02,23,10,0,NULL,http://ufcstats.com/fighter-details/73e09f837f3b5ecc
2622,Alexandre,"Franca Nogueira",Pequeno,170.18,145,NULL,Orthodox,1978-01-15,18,6,3,NULL,http://ufcstats.com/fighter-details/4c27ca8c8481f79a
2623,Talita,Nogueira,Treta,177.8,145,NULL,NULL,1985-10-13,6,0,0,NULL,http://ufcstats.com/fighter-details/a3d1d060f9af97fe
2624,Kyle,Noke,NULL,185.42,170,193.04,Southpaw,1980-03-18,22,10,1,NULL,http://ufcstats.com/fighter-details/7339d340aa2889cb
2625,Tom,Nolan,"Big Train",NULL,155,NULL,NULL,2000-03-08,5,0,0,NULL,http://ufcstats.com/fighter-details/6c3b2525436cf5d4
2626,Nick,Nolte,NULL,182.88,170,NULL,NULL,NULL,5,4,0,NULL,http://ufcstats.com/fighter-details/d665de9b4da87c22
2627,KJ,Noons,King,177.8,155,177.8,Orthodox,1982-12-07,13,9,0,1,http://ufcstats.com/fighter-details/b7ffa72aa148599a
2628,Sage,Northcutt,Super,182.88,170,180.34,Orthodox,1996-03-01,11,2,0,NULL,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c
2629,Jan,Nortje,"The Giant",185.42,310,NULL,Southpaw,1975-04-11,2,6,0,NULL,http://ufcstats.com/fighter-details/bd4389b71fdc0ce2
2630,Scott,Norton,Hollywood,177.8,170,NULL,Orthodox,1973-03-15,7,1,0,NULL,http://ufcstats.com/fighter-details/f21a3d68fb9df387
2631,Shohei,Nose,NULL,167.64,135,172.72,Switch,1997-10-19,10,4,2,NULL,http://ufcstats.com/fighter-details/6b0e83b094f816ac
2632,Jonatas,Novaes,NULL,180.34,170,NULL,NULL,1981-03-02,13,5,0,NULL,http://ufcstats.com/fighter-details/9e8e5c529057fe60
2633,Jason,Novelli,Flipside,182.88,155,NULL,Orthodox,1979-06-08,11,3,1,NULL,http://ufcstats.com/fighter-details/459e4dc69ec669b2
2634,Phillipe,Nover,"The Filipino Assassin",175.26,145,182.88,Orthodox,1984-02-03,11,8,1,NULL,http://ufcstats.com/fighter-details/64360e618823a8e4
2635,Taiyilake,Nueraji,"Super Saiyan",187.96,170,190.5,Southpaw,2001-01-12,9,1,0,NULL,http://ufcstats.com/fighter-details/7498b3ac79a3b948
2636,Shayilan,Nuerdanbieke,Wolverine,172.72,145,175.26,Orthodox,1994-05-04,39,11,0,NULL,http://ufcstats.com/fighter-details/0a73acff6325c1e2
2637,Diego,Nunes,"The Gun",167.64,145,170.18,Orthodox,1982-11-30,19,7,0,NULL,http://ufcstats.com/fighter-details/3a24769a4855040a
2638,Amanda,Nunes,"The Lioness",172.72,135,175.26,Orthodox,1988-05-30,23,5,0,NULL,http://ufcstats.com/fighter-details/80fa8218c99f9c58
2639,Nina,Nunes,NULL,165.1,125,162.56,Orthodox,1985-12-03,11,7,0,NULL,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
2640,Istela,Nunes,NULL,162.56,115,167.64,Orthodox,1992-07-23,6,4,0,1,http://ufcstats.com/fighter-details/efc67b07eed39794
2641,Josiane,Nunes,Josi,157.48,145,170.18,Southpaw,1993-12-23,10,1,0,NULL,http://ufcstats.com/fighter-details/68d35296f566792b
2642,Khabib,Nurmagomedov,"The Eagle",177.8,155,177.8,Orthodox,1988-09-20,29,0,0,NULL,http://ufcstats.com/fighter-details/032cc3922d871c7f
2643,Said,Nurmagomedov,NULL,172.72,135,177.8,Orthodox,1992-04-05,17,3,0,NULL,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
2644,Abubakar,Nurmagomedov,NULL,180.34,170,182.88,Orthodox,1989-11-13,17,4,1,NULL,http://ufcstats.com/fighter-details/029e1293e609fd74
2645,Umar,Nurmagomedov,NULL,172.72,135,175.26,Orthodox,1996-01-03,16,0,0,NULL,http://ufcstats.com/fighter-details/2b6fc1c02736833d
2646,Kennedy,Nzechukwu,"African Savage",195.58,205,210.82,Southpaw,1992-06-13,12,3,0,NULL,http://ufcstats.com/fighter-details/8667caa0451d245b
2647,Jake,"O'Brien",Irish,190.5,205,193.04,Orthodox,1984-09-25,15,4,0,NULL,http://ufcstats.com/fighter-details/20bcc9966affb19c
2648,TJ,"O'Brien","The Spider",187.96,155,NULL,Orthodox,1987-01-01,20,8,0,NULL,http://ufcstats.com/fighter-details/d25b93992f285953
2649,Sean,"O'Connell","The Real OC",185.42,205,187.96,Orthodox,1983-09-02,17,9,0,NULL,http://ufcstats.com/fighter-details/cb52f9490c2dc069
