fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
3243,Marilia,Santos,Chocolate,162.56,125,NULL,Orthodox,1992-12-12,10,3,0,NULL,http://ufcstats.com/fighter-details/4cb79988b2a9bd07
3244,Edivan,Santos,"Pe De Sapo",193.04,248,198.12,Orthodox,1992-05-03,12,3,1,1,http://ufcstats.com/fighter-details/78719f6663ad9160
3245,Daniel,Santos,Willycat,170.18,135,170.18,Orthodox,1995-03-12,12,2,0,NULL,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
3246,Gabriel,Santos,Mosquitinho,175.26,145,177.8,Orthodox,1996-11-28,10,2,0,NULL,http://ufcstats.com/fighter-details/f2f140ce7532e327
3247,Luana,Santos,NULL,NULL,125,NULL,NULL,2000-04-16,5,1,0,NULL,http://ufcstats.com/fighter-details/5078e1dacf9d25f4
3248,Nick,Sanzo,NULL,175.26,190,NULL,NULL,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/1d147d4163a6989b
3249,Bob,Sapp,"The Beast",195.58,350,NULL,Orthodox,1974-09-22,11,20,0,NULL,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc
3250,Daniel,Sarafian,NULL,175.26,185,185.42,Orthodox,1982-08-21,10,6,0,NULL,http://ufcstats.com/fighter-details/7e47047d0971d566
3251,Jeka,Saragih,NULL,172.72,155,175.26,Orthodox,1995-01-01,13,3,0,NULL,http://ufcstats.com/fighter-details/57186c150c645200
3252,Diego,Saraiva,"The Octopus",167.64,155,NULL,Orthodox,1982-04-23,22,20,1,NULL,http://ufcstats.com/fighter-details/4f4dac51adc1af4f
3253,Harris,Sarmiento,"The Hitman",175.26,155,NULL,Orthodox,1983-09-09,36,26,0,NULL,http://ufcstats.com/fighter-details/026b4f7049085842
3254,Alexander,Sarnavskiy,Tiger,180.34,155,NULL,NULL,1989-01-17,35,6,0,NULL,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0
3255,Yuki,Sasaki,NULL,187.96,185,NULL,Orthodox,1976-09-12,25,22,2,NULL,http://ufcstats.com/fighter-details/e5c38954c006f15c
3256,Kyosuke,Sasaki,NULL,170.18,183,NULL,Southpaw,NULL,3,7,4,NULL,http://ufcstats.com/fighter-details/23bd78c3f89bdb54
3257,Yuta,Sasaki,Ulka,177.8,125,180.34,Southpaw,1989-10-07,21,6,2,NULL,http://ufcstats.com/fighter-details/7c3c48cf54a2848e
3258,Paul,Sass,NULL,182.88,155,185.42,Orthodox,1988-08-04,14,2,0,NULL,http://ufcstats.com/fighter-details/7b143a54451263d9
3259,Keisuke,Sasu,Sasuke,165.1,145,175.26,Switch,1994-09-30,11,3,1,NULL,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
3260,Masaaki,Satake,NULL,185.42,220,NULL,Orthodox,1965-08-17,1,8,1,NULL,http://ufcstats.com/fighter-details/f4a031ac205ac580
3261,Takenori,Sato,NULL,177.8,170,NULL,Southpaw,1985-06-08,19,11,7,1,http://ufcstats.com/fighter-details/276c60b14b571dd4
3262,Takashi,Sato,Ten,177.8,170,185.42,Southpaw,1990-06-09,16,7,0,NULL,http://ufcstats.com/fighter-details/8abac218746e04ca
3263,Jeimeson,Saudino,"The Minion",167.64,135,NULL,NULL,1991-03-05,8,5,0,NULL,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa
3264,Tom,Sauer,NULL,185.42,263,NULL,NULL,1970-11-11,25,12,0,NULL,http://ufcstats.com/fighter-details/36ab6af06e312b41
3265,Townsend,Saunders,NULL,165.1,170,NULL,Orthodox,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6
3266,Ben,Saunders,"Killa B",187.96,170,195.58,Orthodox,1983-04-13,22,13,2,NULL,http://ufcstats.com/fighter-details/484acc7b0f856ce9
3267,Chad,"W. Saunders",NULL,177.8,170,NULL,Orthodox,NULL,7,2,0,NULL,http://ufcstats.com/fighter-details/4fe9492959834bf7
3268,Chris,Saunders,"The So Cal Kid",172.72,155,NULL,NULL,1986-03-11,16,8,0,NULL,http://ufcstats.com/fighter-details/b35a159f525764eb
3269,Lumumba,Sayers,NULL,182.88,185,NULL,NULL,1978-06-30,6,5,0,NULL,http://ufcstats.com/fighter-details/402ea3b5ee233852
3270,Matt,Sayles,NULL,170.18,155,172.72,Orthodox,1994-02-21,8,4,0,NULL,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
3271,Brandon,Sayles,"Man of War",195.58,265,NULL,NULL,1981-04-23,5,1,0,NULL,http://ufcstats.com/fighter-details/72b7c071910990b1
3272,Mark,Scanlon,NULL,175.26,170,NULL,Orthodox,NULL,9,2,0,NULL,http://ufcstats.com/fighter-details/771b60ff889661c8
3273,Eric,Schafer,Red,190.5,185,193.04,Orthodox,1977-09-20,14,8,2,NULL,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
3274,Kerry,Schall,"Meat Truck",187.96,265,NULL,Orthodox,1971-08-09,24,13,0,1,http://ufcstats.com/fighter-details/030f08370fd1c2bb
3275,Eric,Schambari,NULL,180.34,185,NULL,Orthodox,1978-04-22,15,6,0,NULL,http://ufcstats.com/fighter-details/66e981516e2476d1
3276,Brendan,Schaub,"Big Brown",193.04,245,198.12,Orthodox,1983-03-18,10,5,0,NULL,http://ufcstats.com/fighter-details/89a407032911e27e
3277,Matheus,Scheffel,Buffa,187.96,205,190.5,Orthodox,1992-11-04,14,7,0,NULL,http://ufcstats.com/fighter-details/a296ad1d238d97df
3278,Antonio,Schembri,Nino,175.26,205,NULL,Orthodox,1974-06-01,5,5,0,NULL,http://ufcstats.com/fighter-details/a3244e3238541482
3279,Fabiano,Scherner,Pegaleve,190.5,257,NULL,Orthodox,1972-06-30,11,10,0,3,http://ufcstats.com/fighter-details/0bc7e61d204f2137
3280,Samy,Schiavo,NULL,172.72,155,NULL,Orthodox,1975-12-24,10,6,0,NULL,http://ufcstats.com/fighter-details/1208ffc5be6e31ad
3281,Pat,Schilling,Thrilling,172.72,145,NULL,Orthodox,1988-08-28,5,2,0,NULL,http://ufcstats.com/fighter-details/de12bd65e2f46478
3282,Joe,Schilling,NULL,190.5,185,NULL,NULL,NULL,2,5,0,NULL,http://ufcstats.com/fighter-details/f41fad444939056b
3283,Semmy,Schilt,Hightower,208.28,265,NULL,Orthodox,1973-10-27,26,14,1,NULL,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
3284,Adam,Schindler,NULL,172.72,155,NULL,NULL,1983-05-19,10,6,0,NULL,http://ufcstats.com/fighter-details/89ea01f5a7ada40c
3285,Daniel,Schmitt,NULL,NULL,185,NULL,NULL,NULL,2,3,0,NULL,http://ufcstats.com/fighter-details/bd02e222a6166d50
3286,Colleen,Schneider,NULL,NULL,135,NULL,NULL,NULL,11,7,0,NULL,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
3287,Matt,Schnell,Danger,172.72,125,177.8,Orthodox,1990-01-15,16,7,0,1,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
3288,Alex,Schoenauer,NULL,190.5,185,NULL,Orthodox,1976-05-05,15,10,0,NULL,http://ufcstats.com/fighter-details/fdfef29ba17ee525
3289,Darrill,Schoonover,"The Boss",187.96,220,NULL,Orthodox,1985-07-18,14,8,0,NULL,http://ufcstats.com/fighter-details/5a558ba1ff5e9121
3290,Bob,Schrijber,Dirty,182.88,240,NULL,Orthodox,NULL,20,17,1,NULL,http://ufcstats.com/fighter-details/d86e913c548c07c2
3291,Nate,Schroeder,NULL,185.42,230,NULL,NULL,NULL,11,10,0,NULL,http://ufcstats.com/fighter-details/040426baba8a45e8
3292,Lacey,Schuckman,NULL,160.02,125,NULL,NULL,NULL,11,10,0,NULL,http://ufcstats.com/fighter-details/e44c679c30403cba
3293,Mark,Schultz,NULL,175.26,200,NULL,Orthodox,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/c1684f00c626f4c0
3294,Brian,Schwartz,NULL,190.5,170,NULL,Orthodox,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
3295,Eric,Schwartz,NULL,NULL,205,NULL,NULL,NULL,2,0,0,NULL,http://ufcstats.com/fighter-details/79cbdf233e5e0496
3296,Justin,Scoggins,NULL,170.18,125,167.64,Southpaw,1992-05-02,11,5,0,NULL,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
3297,Brad,Scott,Bear,185.42,170,193.04,Orthodox,1989-06-24,11,6,0,NULL,http://ufcstats.com/fighter-details/34e552520a934063
3298,Greg,Scott,NULL,175.26,145,NULL,NULL,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/0b235384fe23fc9c
3299,Mike,Seal,"Crazy Boy",193.04,185,NULL,Orthodox,NULL,13,15,1,1,http://ufcstats.com/fighter-details/0c01568b1ac77bff
3300,Matt,Secor,NULL,182.88,170,NULL,NULL,1986-09-26,8,4,0,NULL,http://ufcstats.com/fighter-details/d1ce40aca99a9b70
3301,Kenneth,Seegrist,NULL,182.88,185,NULL,Orthodox,NULL,4,7,0,NULL,http://ufcstats.com/fighter-details/55e94a9b525dcf45
3302,Neil,Seery,2Tap,162.56,125,162.56,Orthodox,1979-08-30,16,13,0,NULL,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
3303,Rony,Sefo,NULL,175.26,225,NULL,Orthodox,NULL,0,2,0,NULL,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
3304,Ray,Sefo,Sugarfoot,182.88,240,NULL,Orthodox,1971-02-15,2,2,0,NULL,http://ufcstats.com/fighter-details/646d5dbe509accd4
3305,Brendan,Seguin,NULL,182.88,185,NULL,NULL,1976-07-03,23,19,1,NULL,http://ufcstats.com/fighter-details/e4bb7e483c4ad318
3306,Tetsuya,Seki,NULL,177.8,155,NULL,NULL,1994-02-08,14,8,1,NULL,http://ufcstats.com/fighter-details/5e1062e066c601e6
3307,Stefan,Sekulic,NULL,182.88,170,190.5,Southpaw,1992-02-12,12,4,0,NULL,http://ufcstats.com/fighter-details/348dff4e03bd18c6
3308,Pete,Sell,Drago,180.34,170,190.5,Orthodox,1982-08-05,10,7,0,NULL,http://ufcstats.com/fighter-details/0359313549d230a1
3309,Matthew,Semelsberger,"Semi The Jedi",185.42,170,190.5,Switch,1992-11-23,11,5,0,NULL,http://ufcstats.com/fighter-details/4aa58269d0664b5b
3310,Andrei,Semenov,NULL,182.88,185,NULL,Orthodox,1977-06-17,34,9,2,NULL,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
3311,Mackens,Semerzier,"Da Menace",175.26,145,182.88,Orthodox,1980-11-03,8,4,0,1,http://ufcstats.com/fighter-details/51b1e2fd9872005b
3312,Brandon,Sene,NULL,180.34,205,NULL,NULL,1981-05-21,2,2,0,NULL,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
3313,YeDam,Seo,NULL,157.48,115,160.02,Orthodox,1992-03-20,6,3,0,NULL,http://ufcstats.com/fighter-details/762572d67204fadb
3314,Kim,"In Seok",NULL,167.64,145,NULL,Orthodox,NULL,3,6,0,NULL,http://ufcstats.com/fighter-details/88b250ba222c3a98
3315,Ray,Seraille,NULL,190.5,246,NULL,NULL,NULL,8,9,0,NULL,http://ufcstats.com/fighter-details/2f04c4183523be2e
3316,Ivan,Serati,NULL,182.88,205,NULL,Orthodox,NULL,12,4,0,NULL,http://ufcstats.com/fighter-details/b23fca14c7b79935
3317,Alex,Serdyukov,"The Russian Crusher",187.96,170,187.96,Orthodox,1980-05-24,8,5,0,NULL,http://ufcstats.com/fighter-details/253d3f9e97ca149a
3318,Nicholas,Sergiacomi,NULL,NULL,170,NULL,NULL,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/efab191f204ffa17
3319,Matt,Serra,"The Terra",167.64,170,172.72,Orthodox,1974-06-02,11,7,0,NULL,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
3320,Nick,Serra,"The Mad Monkey",175.26,170,NULL,Orthodox,1978-03-27,7,3,0,NULL,http://ufcstats.com/fighter-details/1975c2272ba40e71
3321,Adrian,Serrano,NULL,172.72,170,NULL,NULL,1963-12-23,56,29,4,NULL,http://ufcstats.com/fighter-details/e7ec11096eac0282
3322,Fredy,Serrano,"El Profe",160.02,125,165.1,Orthodox,1979-09-22,3,2,0,NULL,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
3323,Carl,Seumanutafa,NULL,185.42,255,NULL,Orthodox,NULL,10,8,0,NULL,http://ufcstats.com/fighter-details/dadaeb402526dca5
3324,Dan,Severn,"The Beast",187.96,250,NULL,Southpaw,1958-06-08,101,19,1,NULL,http://ufcstats.com/fighter-details/c670aa48827d6be6
3325,Rosi,Sexton,"The Surgeon",160.02,135,NULL,Orthodox,1977-07-16,13,5,0,NULL,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
3326,Scott,Shaffer,NULL,170.18,145,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/5c38639f860a5542
3327,Edmen,Shahbazyan,"The Golden Boy",187.96,185,190.5,Orthodox,1997-11-20,12,4,0,NULL,http://ufcstats.com/fighter-details/4144798612ef96e5
3328,Leon,Shahbazyan,NULL,193.04,170,187.96,Orthodox,1995-11-18,7,2,0,NULL,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
3329,Don,Shainis,Shameless,167.64,145,170.18,Orthodox,1990-09-16,12,5,0,NULL,http://ufcstats.com/fighter-details/da4628f173337902
3330,Liliya,Shakirova,NULL,162.56,125,165.1,Orthodox,1991-10-24,8,2,0,NULL,http://ufcstats.com/fighter-details/f300763147320d12
3331,Kamal,Shalorus,"Prince of Persia",172.72,155,172.72,Orthodox,1972-08-27,9,5,2,NULL,http://ufcstats.com/fighter-details/ece280745f8727b8
3332,Ken,Shamrock,"The World's Most Dangerous Man",185.42,205,182.88,Orthodox,1964-02-11,28,17,2,NULL,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
3333,Frank,Shamrock,NULL,177.8,185,NULL,Orthodox,1972-12-08,23,10,2,NULL,http://ufcstats.com/fighter-details/fcaae0385b514f11
3334,Shang,Zhifa,"Northeast Flying Tiger",170.18,125,160.02,Orthodox,1986-03-15,32,8,0,NULL,http://ufcstats.com/fighter-details/5a7350645bc9bd6e
3335,Jason,Sharp,NULL,NULL,205,NULL,NULL,NULL,3,3,0,NULL,http://ufcstats.com/fighter-details/285e32e41f61a5b1
3336,Eric,Shelton,Showtime,167.64,125,172.72,Orthodox,1991-02-02,12,6,0,NULL,http://ufcstats.com/fighter-details/a0c64f272b65d441
3337,Sean,Sherk,"The Muscle Shark",167.64,155,170.18,Orthodox,1973-08-05,36,4,1,NULL,http://ufcstats.com/fighter-details/029880cdbf5ca089
3338,Chase,Sherman,"The Vanilla Gorilla",193.04,250,198.12,Orthodox,1989-11-16,16,12,0,NULL,http://ufcstats.com/fighter-details/01b352b6a9074d5c
3339,Valentina,Shevchenko,Bullet,165.1,125,167.64,Southpaw,1988-03-07,23,4,0,NULL,http://ufcstats.com/fighter-details/132deb59abae64b1
3340,Antonina,Shevchenko,"La Pantera",172.72,125,170.18,Southpaw,1984-11-20,10,4,0,NULL,http://ufcstats.com/fighter-details/d7338bcb141abd2c
3341,Katsuyori,Shibata,NULL,182.88,168,NULL,Orthodox,1979-11-17,4,11,1,NULL,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
3342,Jake,Shields,NULL,182.88,170,182.88,Orthodox,1979-01-09,31,9,1,1,http://ufcstats.com/fighter-details/fe435e440b5de0ff
3343,Henrique,Shiguemoto,NULL,180.34,185,182.88,Orthodox,1989-06-22,13,4,1,NULL,http://ufcstats.com/fighter-details/5d1700cfbaafbe06
3344,Shunichi,Shimizu,NULL,165.1,135,NULL,Orthodox,1985-01-31,30,18,1,1,http://ufcstats.com/fighter-details/10657c60ce349e0f
3345,Wade,Shipp,"The Nightmare",190.5,245,NULL,Orthodox,1975-02-09,11,5,0,NULL,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
3346,Raja,Shippen,NULL,167.64,145,NULL,NULL,1986-10-07,18,11,1,NULL,http://ufcstats.com/fighter-details/d9e1942637bd57a4
3347,Yuya,Shirai,NULL,172.72,168,NULL,Orthodox,1980-04-02,26,14,2,NULL,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
3348,Wes,Shivers,NULL,203.2,NULL,NULL,NULL,NULL,7,1,0,NULL,http://ufcstats.com/fighter-details/ad863b0d57952c57
3349,Alexander,Shlemenko,Storm,180.34,185,NULL,NULL,1984-05-20,56,9,0,1,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
3350,Josh,Shockley,NULL,185.42,155,NULL,Orthodox,1989-11-15,11,4,0,NULL,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
3351,Josh,Shockman,"The War Hammer",193.04,235,NULL,Southpaw,1980-12-29,6,3,0,NULL,http://ufcstats.com/fighter-details/821cd80aab70d5f9
3352,Akira,Shoji,NULL,172.72,195,NULL,Orthodox,1974-01-31,14,17,5,NULL,http://ufcstats.com/fighter-details/b0c95dc8e858452c
3353,Liudvik,Sholinian,Palmeyros,177.8,135,180.34,Orthodox,1990-01-20,9,4,1,NULL,http://ufcstats.com/fighter-details/1a54231796e24a3f
3354,Jack,Shore,Tank,172.72,135,180.34,Orthodox,1995-02-06,17,1,0,NULL,http://ufcstats.com/fighter-details/b8a85389d115e35a
3355,Landon,Showalter,"The Show",182.88,185,NULL,NULL,1976-06-14,11,19,1,NULL,http://ufcstats.com/fighter-details/35cc17760b06f36d
3356,Ivan,Shtyrkov,"Ural Hulk",182.88,205,187.96,Orthodox,1988-06-09,15,0,1,NULL,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
3357,Brandon,Shuey,"Big Dawg",170.18,155,NULL,Orthodox,1976-02-01,7,6,0,NULL,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
3358,Ronal,Siahaan,"Naga Sakti",170.18,125,180.34,Southpaw,1996-05-05,7,1,0,NULL,http://ufcstats.com/fighter-details/762226efa2b01654
3359,Sam,Sicilia,NULL,172.72,145,170.18,Orthodox,1986-02-01,15,8,0,NULL,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
3360,Kiril,Sidelnikov,NULL,180.34,230,NULL,NULL,1988-08-17,11,4,0,NULL,http://ufcstats.com/fighter-details/cf772fb504842dc3
3361,Serhiy,Sidey,NULL,NULL,135,NULL,NULL,1996-07-04,8,1,0,NULL,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
3362,Steven,Siler,Super,180.34,145,177.8,Orthodox,1987-02-15,29,16,0,NULL,http://ufcstats.com/fighter-details/d188a3b817860ec6
3363,Siala,Siliga,"Mighty Mo",185.42,290,NULL,Orthodox,1970-10-08,12,5,0,NULL,http://ufcstats.com/fighter-details/3cf68c1d17f66af7
3364,Xavier,Siller,"Young Guns",165.1,125,NULL,NULL,1994-06-06,5,5,0,NULL,http://ufcstats.com/fighter-details/9a08c2753184ac6d
3365,Assuerio,Silva,NULL,177.8,241,NULL,Orthodox,1974-06-18,16,8,0,1,http://ufcstats.com/fighter-details/e091482fa6648261
3366,Anderson,Silva,"The Spider",187.96,185,195.58,Southpaw,1975-04-14,34,11,0,1,http://ufcstats.com/fighter-details/1f454354805b6f75
3367,Wanderlei,Silva,"The Axe Murderer",180.34,205,187.96,Orthodox,1976-07-03,35,13,1,1,http://ufcstats.com/fighter-details/a1f6999fe57236e0
3368,Thiago,Silva,NULL,187.96,205,187.96,Orthodox,1982-11-12,19,6,0,2,http://ufcstats.com/fighter-details/2924886ee9c4c527
3369,Paulo,"Cesar Silva",Giant,226.06,385,NULL,Orthodox,1963-07-21,2,6,0,NULL,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59
3370,Jean,Silva,"White Bear",167.64,160,NULL,Orthodox,1977-10-08,19,12,3,1,http://ufcstats.com/fighter-details/9211aae062b799d6
3371,Edson,Silva,Paredao,NULL,205,NULL,Orthodox,NULL,14,12,0,1,http://ufcstats.com/fighter-details/a1153013cb5f628f
3372,Sidney,Silva,NULL,190.5,170,NULL,Southpaw,1972-02-27,8,4,0,NULL,http://ufcstats.com/fighter-details/a6c32678efd4f434
3373,Jay,Silva,NULL,187.96,185,NULL,Southpaw,NULL,10,11,1,NULL,http://ufcstats.com/fighter-details/53bb0d40905b87c0
3374,Antonio,Silva,Bigfoot,193.04,264,208.28,Orthodox,1979-09-14,19,12,1,NULL,http://ufcstats.com/fighter-details/8349d55cdecd393a
3375,Fabio,Silva,NULL,180.34,205,NULL,Orthodox,1982-03-31,1,8,0,NULL,http://ufcstats.com/fighter-details/2ba479b409011527
3376,Erick,Silva,NULL,182.88,170,187.96,Orthodox,1984-06-21,19,9,0,1,http://ufcstats.com/fighter-details/5866fc86183a9fb8
3377,Leandro,Silva,Buscape,175.26,155,182.88,Orthodox,1985-11-11,20,6,1,1,http://ufcstats.com/fighter-details/159da492e000afbf
3378,Claudio,Silva,Hannibal,180.34,170,180.34,Southpaw,1982-09-06,14,4,0,NULL,http://ufcstats.com/fighter-details/6f7c616b98e18c29
3379,Wagner,Silva,Wagnao,182.88,170,NULL,Orthodox,1987-02-07,6,3,0,NULL,http://ufcstats.com/fighter-details/fb79582c410d049e
3380,Rafael,Silva,Morcego,170.18,135,NULL,NULL,1985-03-20,28,6,0,NULL,http://ufcstats.com/fighter-details/a31358d90d4bb40a
3381,Joaquim,Silva,"Netto BJJ",172.72,155,175.26,Southpaw,1989-02-05,12,5,0,NULL,http://ufcstats.com/fighter-details/ae7fe94f117f98cf
3382,Felipe,Silva,NULL,182.88,155,195.58,Orthodox,1984-05-08,8,2,0,NULL,http://ufcstats.com/fighter-details/1b38a2b897f6209c
3383,Mayra,"Bueno Silva",Sheetara,167.64,135,167.64,Orthodox,1991-08-22,10,2,1,NULL,http://ufcstats.com/fighter-details/cc8c623cca88f54f
3384,Dayana,Silva,NULL,170.18,135,NULL,Orthodox,1990-08-27,7,4,0,NULL,http://ufcstats.com/fighter-details/b19aecbfbb5508cc
3385,Bruno,Silva,Bulldog,162.56,125,165.1,Orthodox,1990-03-16,13,5,2,1,http://ufcstats.com/fighter-details/294aa73dbf37d281
3386,Bruno,Silva,Blindado,182.88,185,187.96,Orthodox,1989-07-13,23,9,0,NULL,http://ufcstats.com/fighter-details/12ebd7d157e91701
3387,Gabriel,Silva,NULL,167.64,135,180.34,Orthodox,1994-08-26,8,2,0,NULL,http://ufcstats.com/fighter-details/002ca196477ce572
3388,Jacob,Silva,"Lil Animal",165.1,125,170.18,Orthodox,1988-02-23,6,4,0,NULL,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7
3389,Natalia,Silva,NULL,162.56,125,165.1,Southpaw,1997-02-03,15,5,1,NULL,http://ufcstats.com/fighter-details/262d32ebda89efc4
3390,Jansey,Silva,Jones,187.96,185,170.18,Orthodox,1995-05-30,7,2,0,NULL,http://ufcstats.com/fighter-details/0d09efd31eb9fadf
3391,Maria,Silva,"Viuva Negra",160.02,115,162.56,Orthodox,1995-12-19,8,1,0,NULL,http://ufcstats.com/fighter-details/4408865b4e65e374
3392,Karine,Silva,Killer,165.1,125,170.18,Orthodox,1993-12-02,16,4,0,NULL,http://ufcstats.com/fighter-details/9d62c2d8ee151f08
3393,Erik,Silva,"The King",175.26,145,180.34,Orthodox,1987-03-16,9,2,0,NULL,http://ufcstats.com/fighter-details/21b813b919776d90
3394,Janaina,Silva,"Jana Popozinha",NULL,115,NULL,NULL,1992-02-16,5,0,0,NULL,http://ufcstats.com/fighter-details/4784a5b4a452464a
3395,Jhonata,Silva,NULL,NULL,125,NULL,NULL,1997-04-24,8,1,0,NULL,http://ufcstats.com/fighter-details/4e33534d1e036444
3396,Jean,Silva,"Lord Assassin",NULL,145,NULL,NULL,1996-12-13,10,2,0,NULL,http://ufcstats.com/fighter-details/52ef95b5860fb28c
3397,Jean,Silva,"D Silva",170.18,135,172.72,Orthodox,1985-06-22,29,5,0,1,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
3398,Jean,Silva,Cabecao,187.96,185,NULL,Orthodox,1992-04-23,12,4,0,NULL,http://ufcstats.com/fighter-details/28e088bbcaaa6366
3399,Marcus,Silveira,Conan,190.5,242,NULL,Orthodox,NULL,6,4,0,1,http://ufcstats.com/fighter-details/f717b6002486f73f
3400,Elias,Silverio,Xuxu,180.34,155,185.42,Orthodox,1986-09-22,13,3,0,NULL,http://ufcstats.com/fighter-details/52ba464d9068d871
3401,Sim,"Kai Xiong",Kobra,165.1,125,167.64,Orthodox,1997-09-06,5,1,0,NULL,http://ufcstats.com/fighter-details/79e2cb1e813f881b
3402,Jamey,Simmons,"The Afro Samurai",167.64,135,177.8,Orthodox,1992-09-11,7,4,0,NULL,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
3403,Ricky,Simon,NULL,167.64,135,175.26,Orthodox,1992-08-31,20,4,0,NULL,http://ufcstats.com/fighter-details/5987b2458f4b5290
3404,Aaron,Simpson,A-Train,182.88,170,185.42,Orthodox,1974-07-20,12,5,0,NULL,http://ufcstats.com/fighter-details/d5f820c11a121050
3405,Wes,Sims,"The Project",208.28,260,NULL,Orthodox,1979-08-04,24,14,1,2,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808
3406,Marlon,Sims,NULL,NULL,170,NULL,NULL,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/9eedac48b497de5a
3407,Tony,Sims,NULL,180.34,155,177.8,Southpaw,1985-10-14,12,4,0,NULL,http://ufcstats.com/fighter-details/57bad6a84230f0c9
3408,Everett,Sims,"Sexual Chocolate",195.58,260,195.58,Southpaw,1988-09-04,4,1,0,NULL,http://ufcstats.com/fighter-details/59c6d5af765df641
3409,Lodune,Sincaid,NULL,175.26,185,NULL,Orthodox,1973-05-07,15,9,0,NULL,http://ufcstats.com/fighter-details/265589bdd93e7ce5
3410,Rob,Sinclair,NULL,172.72,155,NULL,NULL,1980-02-20,13,5,0,NULL,http://ufcstats.com/fighter-details/3b65c9dd39741bc4
3411,Rory,Singer,Outburst,187.96,185,195.58,Orthodox,1976-05-28,11,9,0,NULL,http://ufcstats.com/fighter-details/546015aa2ad945fd
3412,Rory,Singer,Ashwathama,177.8,135,175.26,Orthodox,1997-05-09,11,2,0,NULL,http://ufcstats.com/fighter-details/254ed71756cfd18c
3413,Elvis,Sinosic,"The King of Rock n' Rumble",190.5,205,195.58,Orthodox,1971-02-13,7,11,2,NULL,http://ufcstats.com/fighter-details/817e0bdf08efce2e
3414,Mitchell,Sipe,"No Dice",187.96,245,NULL,Orthodox,1996-04-09,4,1,0,NULL,http://ufcstats.com/fighter-details/71ef1111bf829b82
3415,Gian,Siqueira,Pitbull,185.42,170,187.96,Orthodox,1994-06-23,19,5,0,NULL,http://ufcstats.com/fighter-details/a46fdda658fee832
3416,Jeremia,Siregar,"The Teacher",157.48,125,160.02,Orthodox,1991-07-27,6,3,0,NULL,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
3417,AJ,Siscoe,"Let's Go",170.18,135,NULL,NULL,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/fce9b4056a8ef559
